,article_type,body,classification_score,date_published,date_scraped,id,is_ground_truth,source_id,title,url
40459,STRIKE,"The military in charge of the ISIS terrorist group was killed in US drone strike in eastern Nangarhar province of Afghanistan. The provincial police commandment in a statement said the US forces conducted airstrike in Nazian district of Nangarhar on Monday, leaving at least two militants dead. The statement further added that the military in charge of the terror group identified as Mawlavi Hashim Orakzai was also among those killed. The airstrike was carried out in the vicinity of Dowa Khola area of the district, the statement said, adding that no civilian or security personnel was harmed in the airstrike. The anti-government armed militant groups have not commented regarding the report so far. This comes as least seven militants affiliated with the terror group were killed in a similar operation in Nangarhar province on Sunday. According to the local officials, the airstrikes were carried out in the past 24 hours in the vicinity of Achin district. The provincial police commandment in a statement said Monday that the fighter planes targeted the ISIS hideouts in three different parts of the district on Sunday, leaving at least seven militants dead. The statement further added that the militants were targeted in Abdul Khel, Sara Ghondi, and Malkand areas.   Post Views:  308",True,2017-11-07 14:59:00+00:00,2019-03-25 04:08:33.923792+00:00,40460,True,4,ISIS military in charge killed in US drone strike in Nangarhar,https://www.khaama.com/isis-military-in-charge-killed-in-us-drone-strike-in-nangarhar-03793/
40979,NOT_STRIKE,"At least 19 civilians including children were rescued from a prison run by the loyalists of the Islamic State of Iraq and Syria (ISIS) terrorist group in eastern Nangarhar province of Afghanistan. According to the local security officials, the civilians were released during an operation in Pacher Agam district conducted jointly by the Afghan security forces. The officials further added that rescued civilians joined their family after the operation concluded in Pacher Agam. The loyalists of the terror group have not commented regarding the report so far. This is the first time the Afghan forces have released the civilian prisoners taken hostage by the loyalists of ISIS terrorist group although the terror group has taken numerous hostages in this province in the past. The loyalists of the terror group released a video last year which purportedly showed the ISIS loyalists forcing the men to sit on landmines and subsequently detonating the explosives. The loyalists of the terror group claimed that the men were supporting the government and US forces and were looking to coordinate drone strikes against ISIS militants in Nangarhar. The local officials in Nangarhar informed regarding the killing of the ISIS commander involved in the brutal killing of the civilians in Achin district.   Post Views:  231",False,2016-10-31 14:21:00+00:00,2019-03-25 06:55:31.112249+00:00,40980,True,4,19 Afghan civilians including children rescued from ISIS prison,https://www.khaama.com/19-afghan-civilians-including-children-rescued-from-isis-prison-02182/
41061,STRIKE,"A senior Taliban commander among three was killed in an early morning drone strike in eastern Kunar province of Afghanistan. Abdul Habib Sayedkhili, police chief of Kunar province says that the drone targeted militant hideouts in Dara-i-Pech District around 06:00 AM this morning. He said three Taliban including Mullah Abid, a senior commander of the group, were killed in the strike. He said that civilians were not harmed during the air strike. In the meantime, Sayedkhili says security forces are trying to reopen the road passing through Ghazi Abad and Nari districts which is blocked by Taliban since Friday. But he said that anyone trying to reopen the road, Taliban fire on them. He said that the road is also used by the residents of Kamdish and Bargmatal districts of neighboring Nooristan province, adding that the blockade has also created problems for the people of Nooristan province. Hafiz Abdul Qayoum, governor of Nooristan province asked central government to make necessary arrangement to reopen the road. Kunar is a mountainous area in the eastern part of the country which does not have good medical treatment centers. Villagers of remote areas including Ghazi Abad and Nari districts come to Jalalabad, provincial capital of Nangarhar province, when there are serious health issues.   Post Views:  212",True,2015-04-12 08:51:00+00:00,2019-03-25 07:00:56.141575+00:00,41062,True,4,Senior Taliban commander among three killed in drone strikes in Kunar,https://www.khaama.com/senior-taliban-commander-among-three-killed-in-drone-strikes-in-kunar-3152/
32144,NOT_STRIKE,"The 1947 Partition of India took place as a consequence of growing violence and tensions between the region’s Hindu majority and Muslim minority. But the constitutions of the two countries that came into being due to Partition — i.e. Hindu-majority India and Muslim-majority Pakistan — were largely woven from elements of what is called civic-nationalism. Civic nationalism aims to construct a political identity on the basis of shared values such as civil rights; and a shared respect for democratic and state institutions. Civic nationalism celebrates multiculturalism and ethnic, religious and sectarian diversity. But its implementation is only possible if this diversity adopts a political and national identity based on mutual economic, political and social goals — goals not driven by the interests of any one particular ethnic or religious group. It is true that the 1956, 1962 and 1973 constitutions of Pakistan highlight the fact that Pakistan was a Muslim-majority country in which no laws that are “repugnant” to the faith’s scriptures would be legislated. It is also correct that from 1974 onward, the 1973 constitution had been constantly amended — so much so, that by the early 1990s its civic-nationalist tenor had been replaced by a rather narrow version of so-called “Islamic nationalism.”  The fall of the Muslim modernism project in Pakistan is tied to the mutilation of the constitution  The 1956 and 1973 constitutions declared Pakistan to be an “Islamic Republic.” So how could they have been civic-nationalist in nature? This question often attracts some rather interesting answers. And even more interesting is the fact that the roots of these answers often lie in the 1962 constitution, which, initially, had actually changed the country’s name to “Republic of Pakistan.” Also, this constitution was authored and passed by a parliament dominated by the members of an authoritarian government (Ayub Khan). To push through certain social and economic reforms which the religious parties had deemed “secular” and “anti-Islam,” Ayub inducted the services of some well-known “modernist” Islamic scholars such as Ghulam Ahmad Parvez and Dr Fazal Rehman Malik and to a certain extent Justice Javed Iqbal, son of Muhamad Allama Iqbal. With their input the Ayub regime created a narrative which emphasised that pre-partition Muslim scholars such as Syed Ahmad Khan, Muslim nationalist philosopher and poet Muhammad Allama Iqbal, and Pakistan’s founder Muhammad Ali Jinnah, all advocated a reformed, progressive and modernist strand of Islam. According to the narrative, Islam was inherently progressive, inclusive and had preempted concepts such as pluralism, and political and economic modernity long before they were adopted by the secular West. So those Pakistani politicians and intellectuals who describe the 1956 and 1973 constitutions as being civic-nationalist in nature do so by pointing out that an “Islamic Republic” has an inherent spirit of civic-nationalism because Islam in essence is democratic, progressive, inclusive and pluralistic. Of course, as mentioned earlier, this is perhaps no more the case due to the many amendments to the 1973 constitution between 1974 and the early 1990s. It had been a consensual deed whose initial intent was to construct a modernist, inclusive and progressive Islamic republic. But it eventually became a document which began to eschew these values, if not entirely enshrine certain disconcerting aspects of bigotry and religious segregation.     During the Ayub regime (1958-69), a colourful poster appeared in the first half of his government. It shows Ayub’s face superimposed on an old painting of the third Mughal emperor Akbar (1556-1605). In his 1971 book The Ayub Khan Era, Lawrence Ziring writes that Ayub was a great admirer of Kamal Ataturk, the modernist Turkish nationalist leader, and Charles De Gaulle, the former French World War II hero and president. There are those who claim that Ayub was also an admirer of Emperor Akbar. But what exactly was the aforementioned poster that was published by his regime in the early 1960s trying to convey? Since the religious parties were hostile towards Ayub’s reforms, the poster might have appeared in 1964 when the regime banned Jamaat-i-Islami, one of its loudest critics. A leading historian, I.H. Qureshi, authored a book The Muslim Community of Indo-Pakistan Subcontinent, in which he had criticised Akbar’s ‘inclusive’ policies which (according to Qureshi) had begun to weaken Muslim rule in India. Ironically, Qureshi was close to the Ayub regime, but his thesis in this respect was immediately picked up by those critical of Ayub’s version of Islam. In 2008, another eminent historian, Dr Mubarak Ali, saw the funny side of this confusion. In 1582, Akbar had tried to formulate a syncretic idea of a universal set of beliefs by fusing together “the best elements” from Islam, Hinduism, Buddhism, Zoroastrianism, Jainism and Christianity. After Akbar’s death, some Islamic scholars began claiming that Akbar had blasphemed by trying to create his own religious cult. Historians such as Qureshi informed that this so-called creed was called Din-i-Illahi. But in a June 9, 2009 interview published in Dawn, Ali said that Akbar never called it Din-i-Illahi nor explained it as a religion. The misperception about exactly what it constituted was largely proliferated by the faulty translations of the writings of Abu Fazal (one of Akbar’s ministers), by the British in the 19th century. Akbar’s move in this respect was just an extension of the overall Muslim-Mughal ethos of inclusivity which had helped the empire rule over a Hindu majority. So historians such as Qureshi and many others basically used the flawed British translations to form their opinion about Akbar, despite the fact that Qureshi was close to the Ayub  regime which had begun to portray him as a modern-day Akbar. In his quintessential 1967 book Islamic Modernism in India & Pakistan, Aziz Ahmad, an eminent scholar and author, insinuated that such overlapping confusions were at least one of the reasons why the Muslim modernist and civic-nationalist project in Pakistan began to wither away. Published in Dawn, EOS, February 18th, 2018 ",False,2018-02-18 00:00:00+00:00,2019-03-24 10:28:28.852083+00:00,32145,True,3,SMOKERS’ CORNER: THE IDEA OF CIVIC NATIONALISM,https://www.dawn.com/news/1389988/smokers-corner-the-idea-of-civic-nationalism
40986,STRIKE,"At least eight Taliban insurgents were killed in an airstrike conducted by the US forces in eastern Nangarhar province of Afghanistan, the local security officials said Monday. The militants were targeted in the vicinity of Chaparhar district, home to several Taliban and ISIS militants. A clash was also broke out between the Taliban insurgents and ISIS militants in Chaparhar district yesterday which left more than 30 militants dead or wounded from the both sides. At least two civilians including a child were also killed and five others including children were wounded during the clash. In the meantime, the security officials in Nangarhar are saying that four ISIS militants including a senior leader of the group were killed during the operations of the Afghan forces in Pekha area of Achin district on Sunday. The anti-government armed militant groups including the Taliban insurgents have not commented regarding the report so far. Nangarhar is among the relatively calm provinces in eastern Afghanistan but the anti-government armed militant groups have recently increased their insurgency activities in some parts of the province during the recent years. Both the Afghan and US forces conducted regular strikes against the loyalists of the terror group in this province. The increased raids, usually involving drone strikes, by the US forces followed a broader role granted by the Obama administration earlier last year.   Post Views:  315",True,2017-05-01 15:40:00+00:00,2019-03-25 06:55:49.884811+00:00,40987,True,4,US drone strike leaves 8 Taliban insurgents dead in Nangarhar,https://www.khaama.com/us-drone-strike-leaves-8-taliban-insurgents-dead-in-nangarhar-02692/
40123,STRIKE,"A suspected US drone strike targeted a commander of the notorious Haqqani terrorist network in the tribal regions of Pakistan on Tuesday. According to reports, the airstrike was carried out in the vicinity of Mata Sangar area located in Kurram Agency in the tribal regions of Pakistan. Local officials have confirmed that two people were killed in the airstrike which targeted a vehicle as it was traveling in the area. In the meantime, reports indicate that a commander of the notorious Haqqani terrorist network identified as Jamil-ud-Din was killed in the airstrike along with another militant. The Pakistani government officials have not formally commented regarding the airstrike so far. US Vice President Mike Pence during his visit to Afghanistan on Friday reiterated Washington’s stance regarding the terror safe havens in Pakistan. He said “For too long Pakistan has provided safe haven to the Taliban and many terrorist organizations, but those days are over. President Trump has put Pakistan on notice.” “As the President said, so I say now: Pakistan has much to gain from partnering with the United States, and Pakistan has much to lose by continuing to harbor criminals and terrorists,” he added. The Afghan and US officials have long been insisting that the leadership councils of the Taliban and the notorious Haqqani terrorist network are based in the key cities of Pakistan where from they plan and coordinate attacks in Afghanistan. The director of the US Central Intelligence Agency (CIA) earlier had warned that the United States will take necessary steps if Pakistan fails to destroy terror safe havens in its soil.   Post Views:  205",True,2017-12-27 09:55:00+00:00,2019-03-25 02:41:34.299129+00:00,40124,True,4,US drone strike target Haqqani terrorist network commander in Pakistan,https://www.khaama.com/us-drone-strike-target-haqqani-terrorist-network-commander-in-pakistan-04131/
1133,NOT_STRIKE," ATAQ, Yemen — Al-Qaida was giving away motorcycles up in the mountains — that’s what the kids in town were saying the day Abdullah disappeared.  Early that morning, Mohsanaa Salem woke her 14-year-old son to go buy vegetables. The sun had just risen above the mountain ridge, and winter light filled the ravine where their mud brick house sat at the foot of a slope. “Let me sleep,” Abdullah groaned from a mattress on the floor, surrounded by his brothers and sisters.  One word from his father, though, and the boy was up and dressed, trudging out of the house to the market in a neighboring village. Three hours later, when he still hadn’t returned, Mohsanaa and her husband began to worry.  They were a family trying to get by in Yemen, a nation at war with itself that has become a battleground for more powerful countries.      They knew Abdullah was a good boy, though a bit naive.   They knew that many families like theirs had been caught in the middle, with thousands killed in fighting between Iranian-backed rebels from the north, known as Houthis, and forces backed by a Saudi-led coalition trying to restore the ousted government.  They knew that al-Qaida militants were based in the mountains, sending fighters out to battle the Houthis, while trying to elude missiles fired from U.S. drones that often killed innocents.  And they knew Abdullah was a good boy, though a bit naive. He never strayed far — just to school or to play soccer with his friends in a lot so close his mother could see it from the house. At about 10 a.m., Mohsanaa and her husband called around to the couple dozen other families who lived in their village to ask if anybody had seen Abdullah.  No one had, and his parents’ worry grew to panic.  ___  All around al-Said district, in Yemen’s southern Shabwa province, people heard the American drone overhead on the morning of Jan. 26.  That wasn’t unusual. The sky often buzzed with drones hunting for the moment to strike at the al-Qaida militants, a mix of locals, foreign fighters and Yemenis from other parts of the country who had moved into the district.  From above, the drone surveyed an inhospitable landscape of barren limestone mountains, creased with ravines and gorges. Zooming in on those threads of green, the drone would have scanned dozens of isolated villages like the one where Abdullah lived, each just a few houses above plots of land planted with wheat and animal fodder.  Abdullah’s village, Shaab Arshan, sits in a wadi just over 100 meters (yards) wide in places, the bare mountains rearing up steeply on either side. Ravines and gorges lead to slightly larger valleys that eventually open into desert, the fringes of the vast Empty Quarter that takes up much of the Arabian Peninsula.  Al-Qaida fighters come down to the valleys to resupply and recruit in the markets. They pass out memory cards with their videos and lectures. They show up at weddings or funerals now and then, preaching to those in attendance. And they offer gifts to teens and young men, the most vulnerable and easily swayed to join their ranks.      For more than a decade, the United States has waged a drone war against al-Qaida in Yemen.   For more than a decade, the United States has waged a drone war against al-Qaida in Yemen, trying to eliminate one of the most dangerous branches of the terror network. The Trump administration has dramatically ramped up drone strikes, carrying out more in two years than the Obama administration did over its entire eight years — 176, compared to 154. More than 300 people — militants and civilians — were killed in 2017 and 2018 by one estimate.  At least 30 civilians were killed in 2018, The Associated Press found, based on accounts from family members and witnesses. A few weeks before Abdullah’s disappearance, a drone’s missile slammed into a farm in a neighboring province, killing a 70-year-old man and a young relative who had just returned from mediating a land dispute.  But here in al-Said district, it had been months since the last strike.  ___  Soon after he left the house, Abdullah ran into a schoolmate who told him al-Qaida militants were giving away motorcycles in the town of Mosaynaa. The friend had heard it from a neighbor who belonged to the group.  Abdullah had never thought of joining al-Qaida and he didn’t want to now. He was in the 8th grade and dreamed of becoming a doctor one day. But he knew how to drive, and he wanted a motorcycle.  The boys agreed they would go get the motor bikes and come right home.  They caught a ride to the market in Yashbom, where Abdullah used part of the money his mother had given him to pay for a taxi to Ataq, the provincial capital on the other side of the mountain.  Abdullah loved Ataq — the closest thing to a city the village boy had seen. His father took him and his siblings there to buy gifts at holiday times and new clothes before the start of school. He always pleaded with his parents to send him to school there as a reward if he made it to the top of his class.  It was there that his friend had been told to contact the militants who would take them where they needed to go. They had no idea how far away that would be.  ___  Abdullah’s parents expanded their search to nearby villages and called relatives in Ataq. No one had seen their boy.  What if a driver had hit Abdullah and sped away? He could be lying by the side of the road, or maybe someone found him and took him to a hospital.  Abdullah was their miracle child. Mohsanaa had complications in the pregnancy and gave birth to twins after only seven months. Abdullah’s brother died within days, and doctors were sure Abdullah would die, too. He was tiny, hairless, and there were no incubators at the hospital.      “If you saw him, you’d think he was a doll, just the size of the palm of your hand.”   “If you saw him, you’d think he was a doll, just the size of the palm of your hand,” Mohsanaa said.  When Mohsanaa brought Abdullah home, she wouldn’t let anyone near him. She fed him formula. She kept him warm by spreading butter over his body and wrapping him in cotton. Every day, he got better, and by six months “he became a normal baby,” she said.  In an impoverished country where nearly four years of civil war have pushed millions to the brink of starvation, the family had much to be thankful for. Abdullah’s father, Saleh bin Elwiya, worked as a taxi driver and made enough to feed his wife, four sons and four daughters.  Saleh was a careful driver, plying the roads all day as far as Aden, southern Yemen’s biggest city, on the coast. He adored his children and had taught all his sons to drive, except for the youngest, Abdel-Salam, who at 8 couldn’t reach the pedals yet.  He always urged Abdullah to focus on his schoolwork.  “You just study, and I will take care of everything else,” Saleh told him. “I don’t want you to end up a taxi driver like I did because I didn’t finish school.”  Now his boy had vanished.  Saleh’s eldest son, Zayad, and a brother-in-law, Nabil, drove out to search the roads. The two were in the army together, on a week’s leave from a front-line unit fighting the Houthi rebels. At every army checkpoint along the way, they described Abdullah to the soldiers, asking if they’d seen him: A tall, lanky boy, baby face, not a trace of whiskers?  Finally, a soldier outside Ataq said yes. He’d seen him passing in a car. It was welcome news: At least they knew Abdullah had made it this far.      “Things happen at night.”   Saleh headed for Ataq in his taxi. There, he joined his relatives, searching in the markets and at taxi stands, going street by street, alley by alley through the city. He spoke little, growing more tense with every futile turn.  As night fell, they gathered at the home of Saleh’s brother in the Russian Compound, a housing complex on the city’s edge, built in the 1980s when Soviet experts were here searching for oil. Zayad called his mother. Still nothing, he told her.  Mohsanaa told him to stay there and wait until morning to resume the search. She didn’t want them driving around in the dark.  “Things happen at night,” she said.  ___  On the outskirts of Ataq, Abdullah and his friend met a militant, who drove them in a Land Cruiser along a desert highway to Mosaynaa, through an area where Abdullah had never been before. He realized he had been gone for a long time and hadn’t told his parents where he was. He thought about turning back but didn’t have the nerve to say anything.  They passed through Mosaynaa, and the car wove up into the mountains to the al-Qaida fighters’ camp. In a tent, they all had a meal of chicken and rice and Pepsi, but there were no motorcycles. It was too late to leave, so they would have to stay the night. The militants gave the boys a phone to send a message to their parents, and Abdullah texted his father: “I am with al-Qaida. I’ll come back tomorrow. Don’t come for me.”  The boys were offered a tent, but decided to sleep in a nearby crevasse, under some trees. They were worried about airstrikes.  ___  When he received the message in Ataq, Abdullah’s father tried calling back to the militant’s phone. It was turned off. They had to move right away, Saleh told his relatives, or else “I won’t be able to get him back.” Once in al-Qaida’s hands, Abdullah would be gone forever, sent to fight the Houthis or strapped with a suicide belt — or he might be hit by a drone.  With al-Qaida, “all roads lead to death,” said one of Saleh’s nephews.  Despite his wife’s warnings, Saleh got back into the taxi and drove into the night, joined by Zayad and Nabil, along with two of Saleh’s nephews who offered to help.  The search party asked around the shops and eateries still open in the markets. They learned that the boys had been there hours earlier, heading for the mountains.      With al-Qaida, “all roads lead to death.”   Saleh had never been to Mosaynaa and didn’t have the tribal links needed to find his son. He needed local help, so he went to one of the few families he knew, the al-Tolsi family.  The al-Tolsi brothers were beekeepers, a common trade in Yemen, a country known for its honey. One of the brothers had links to al-Qaida, but he wasn’t there when Saleh and his relatives appeared at the door of the family house. Instead, it was another brother, named Mubarak.  Mubarak was not connected to al-Qaida and had status in the community, working as the imam at the local mosque and performing the daily call to prayer. He welcomed the men in and offered them dinner. Over the meal, his guests explained why they had come. Mubarak said he was happy to take them to the mountains in the morning. It was too dark now. But Saleh was insistent.  Mubarak gave in. The beekeeper and his nephew, Naguib, a geology student at a local oil university, joined them, setting out at 10 p.m. At the foot of the mountains, they sought out a local man known to be a look-out for al-Qaida. He belonged to the same tribe as Mubarak, so they knew they could ask him to take a message to the militants: There is a man here who wants his son back.  As the look-out went up the mountain, the seven of them waited below in Saleh’s taxi.  ___  At around 11:30 p.m., an operator pressed a button in a U.S. military base — perhaps in neighboring Saudi Arabia, perhaps as far away as Nevada or Georgia — launching two Hellfire missiles from a drone cruising above the mountain. Abdullah heard explosions in the valley and, terrified, started to cry.  The hours passed slowly to daybreak, when Abdullah and his friend made their way down the mountain. Part way down, they saw a mangled car below. At the bottom, Abdullah recognized the license plate: His father’s taxi.  The missiles had reduced the car to burned wreckage. Abdullah’s father and brother and the other five people inside were torn to pieces.  There were no bodies. Overnight, militants had rushed to the site and taken the remains to Mosaynaa, but their blood was everywhere.  “It was shocking. I wept,” Abdullah said. “I realized he had come looking for me.”  ____  News of the deaths in a drone strike fanned out across the district, passed by WhatsApp messages and phone calls.  One of Mubarak’s brothers, Ahmed al-Tolsi, was away in the neighboring province of Marib, taking their bees to flowers there. He got a message and rushed home to Mosaynaa to bury his kin.  “He is a generous man who received this family, gave them dinner and told them he would help them bring back their child,” he said of Mubarak. “He was doing something good and got killed.”  In Ataq, one of Saleh’s nephews heard a knock on the door at dawn. “Your brothers and uncle are in God’s embrace,” a neighbor said.  The remains of Saleh and his relatives were taken to the town of Yashbom, where Abdullah’s odyssey began, and laid out under sheets in the mosque. Saleh’s legs were gone; Zayad’s body was cut in half.  In keeping with Muslim custom, the five were buried right away in the Yashbom cemetery.  Abdullah’s mother woke at dawn for morning prayers, still worrying about Abdullah. At 7:30 a.m., neighbors arrived dressed in black for mourning and told her the news: Saleh and the others had been hit by the drone. They were all dead.  “It’s not possible. We talked in the evening,” Mohsanaa said. “I told them not to go out at night.”  She was terrified that Abdullah had been killed as well.  Then Abdullah appeared. He had walked four hours to get home and found the crowd of mourners gathered at his house. He sat alone under a tree nearby, trembling, afraid he would be blamed, until the men went over and reassured him. Mohsanaa had her son sit beside her and placed her hands on his head.  Tribal leaders sent emissaries to the al-Qaida fighters to demand they leave the area. But months later, Abdullah still blamed himself, not al-Qaida or the U.S.  “It was my all mistake,” Abdullah said. He speaks in short, muddled sentences, stooped over and looking down at his fingers.      “I was the reason why my father and brother, my uncle and cousins all died.”   “I was the reason why my father and brother, my uncle and cousins all died.”  The Pentagon confirmed that it carried out a strike in Shabwa province on Jan. 26, saying it was targeting al-Qaida. It does not release details or death tolls in drone strikes, spokeswoman Cmdr. Rebecca Rebarich said.  Ever since, the families have tried to prove their slain loved ones were not militants. They gathered letters from everyone they could — police officers, district officials, tribal leaders, school principals — certifying that their relatives did not belong to al-Qaida. They spoke to human rights groups and the International Committee of the Red Cross, asking for an investigation.  They even held a demonstration in Ataq, attended by some 200 people, reading out a statement demanding the U.S. acknowledge that the victims were not al-Qaida and pay compensation to the families.  Their voices have not been heard. The U.S military has an official mechanism for families to request compensation for relatives mistakenly killed — a few families in Iraq and Pakistan have succeeded — but there is no U.S. Embassy in Yemen, so there is nowhere for Saleh’s family to submit evidence that they were civilians.  Abdullah’s family has shards of the missiles that killed the seven men. They keep the shrapnel printed with serial numbers wrapped in a blanket hoping one day to present it as evidence in an investigation.  Mohsanaa doesn’t believe she’ll ever see justice for the killing. With her husband gone, she scrapes by on a meager pension and tries to manage her family’s grief. She doesn’t speak of the killing in front of Abdullah. A pious woman, she knows he mustn’t blame himself.  “This is God’s verdict. If it wasn’t written, they wouldn’t have gone,” Mohsanaa said. “What’s the child’s guilt? He is a victim. He’s a poor boy.”  ___  This story was produced in partnership with the Pulitzer Center on Crisis Reporting . Associated Press writer Lee Keath in Cairo contributed. ",False,2018-11-14 13:47:00+00:00,2019-03-23 00:12:09.289420+00:00,1134,True,1,"In Yemen, a race to save a boy from al-Qaida and a U.S. drone",https://www.pbs.org/newshour/world/in-yemen-a-race-to-save-a-boy-from-al-qaida-and-a-u-s-drone
41019,NOT_STRIKE,"An influential Pakistani religious scholar who was once labeled as the ‘Father of Taliban’ has endorsed the war skills of the newly-appointed Taliban chief. The Afghan defense officials dismissed the skills endorsement by Sami-ul-Haq and said the Mullah Haibatullah Akhundzada is neither a religious cleric nor he has skills in military. A spokesman for the Ministry of Defense Dawlat Waziri said Mullah Akhundzada would not kill the civilians if he was a military expert and had religious knowledge. Sami-ul-Haq warned that Afghanistan would see a surge in violence following the ascension of new Taliban leader Mullah Haibatullah. “Those who think that Haibatullah is a mere cleric and a seminary preacher will soon bear witness to his skill as a militant commander,” he told Dawn after a Defence of Pakistan Council (DPC) meeting in the capital on Monday. He blamed the United States for the persistent violence and said “It was America that resorted to violence again; the assassination of Mullah Mansour is nothing short of murder.” Mullah Mansoor was killed in a drone strike in Balochistan province of Pakistan last month as he was travelling reportedly from Iran. The Taliban group announced the appointment of Mullah Akhundzada as its new chief shortly after the death of Mullah Mansoor was confirmed.   Post Views:  263",False,2016-06-02 20:31:00+00:00,2019-03-25 06:58:08.682548+00:00,41020,True,4,Afghanistan dismiss skills endorsement of Taliban chief by Pakistan’s Sami-ul-Haq,https://www.khaama.com/afghanistan-dismiss-skills-endorsement-of-taliban-chief-by-pakistans-sami-ul-haq-01152/
23717,NOT_STRIKE,"IS it shocking or the new normal? Former military dictator and army chief Gen Pervez Musharraf has expressed his admiration and support for Hafiz Saeed and the banned Lashkar-e-Taiba . Unprovoked, seemingly for no reason other than his need to make headlines with increasingly outrageous statements and with no regard for Pakistan’s delicate international position, Mr Musharraf has once again spewed out fantastical nonsense. What is more than puzzling is that when Mr Musharraf was army chief and had installed himself as a military dictator, it was his regime that took significant steps to restrain militancy. Indeed, it was on the former dictator’s orders that many militants groups were outlawed and at least nominal clampdowns enforced. Quite why Mr Musharraf has felt the need to traverse the ground between an advocate of a moderate Pakistan to now saying virtually anything that appears to pop in his mind or interviewers goad him into saying is not clear. What is clear is that his former institution or whoever is able to counsel restraint needs to urgently speak to Mr Musharraf and put an end to his unpredictable outbursts. Perhaps Mr Musharraf also needs to be reminded of the destructiveness of his regime. After nearly a decade in charge, militants were rampant, the economy had tanked and society was under the influence of growing extremism. If there is a singular justification for why modern Pakistan needs democracy not dictatorship, Mr Musharraf is it. Unable to deal with his ouster after a revolt by Pakistani society, Mr Musharraf has tried to establish himself as a legitimate political alternative to no avail. Now, he has chosen self-exile rather than facing a treason trial. But even by the standards of a frustrated former strongman, Mr Musharraf appears to have little regard for the damage his comments can cause to the country. If a long-term army chief and military dictator cannot exercise restraint, perhaps it is time for him to be ignored all together by the nation. Published in Dawn, December 1st, 2017 ",False,2017-12-01 00:00:00+00:00,2019-03-23 23:00:45.213489+00:00,23718,True,3,Musharraf’s balderdash,https://www.dawn.com/news/1373914/musharrafs-balderdash
379,NOT_STRIKE,"(Reuters) - Yemen’s warring parties have failed to leave the main port city of Hodeidah three months after agreeing to a breakthrough U.N.-led truce deal as part of efforts to end a four-year-old war that has pushed the country to the brink of famine. The following is a timeline of the impoverished Arabian Peninsula country’s slide into violence and how the conflict has developed. - 1990. Unification of north and south Yemen to form a single state under president Ali Abdullah Saleh. - 1994. Civil war in which Saleh prevents south, angered by what it sees as its lower status, from splitting with north. - 2003-09. Houthi group in north protests marginalisation of the local Zaydi Shi’ite Muslim sect and fights six wars with Saleh’s forces and one with Saudi Arabia. - 2011. Arab Spring protests undermine Saleh’s rule, lead to splits in the army and allow al Qaeda in the Arabian Peninsula (AQAP) to seize swathes of territory in the east. - 2012. Saleh steps down in a political transition plan backed by Gulf states. Abd-Rabbu Mansour Hadi becomes interim president and oversees a “national dialogue” to draft a more inclusive, federal constitution. - 2013. AQAP survives military onslaught and drone strikes, staging attacks across the country while retaining a persistent presence. Saleh and his allies undermine the political transition. - 2014. The Houthis rapidly advance south from Saadeh and seize Sanaa on September 21 with help from Saleh. They demand a share in power. - 2015. Hadi tries to announce a new federal constitution opposed by the Iran-aligned Houthis and Saleh, who arrest him. He escapes, pursued by the Houthis, triggering Saudi intervention in March along with a hastily assembled Arab military coalition. Months later the coalition, aiming to restore Hadi’s ousted government, drives the Houthis and Saleh loyalists from Aden in south Yemen and Marib, northeast of Sanaa, but the front lines solidify, setting up years of stalemate. - 2016. AQAP takes advantage of the chaos to establish a mini-state around Mukalla in east Yemen, raising fears the war will lead to a new surge in jihadist activity. The UAE backs local forces in a battle that ends the group’s rule there. Hunger grows as the coalition imposes a partial blockade on Yemen, accusing Iran of smuggling missiles to the Houthis through Hodeidah alongside food imports, something it denies. Coalition air strikes that kill civilians prompt warnings from rights groups, but Western support for the military campaign continues. - 2017. The Houthis launch a growing number of missiles deep into Saudi Arabia, including at Riyadh. Seeing a chance to regain power for his family by reneging on his Houthi allies, Saleh switches sides, but is killed trying to escape them. Friction also develops between fighters in Aden backed by Saudi Arabia, and those backed by its Emirati coalition partners. - 2018. Coalition-backed forces, including some flying the southern separatist flag, advance up the Red Sea coast against the Houthis, aiming to take the port of Hodeidah. Hodeidah handles the bulk of Yemen’s commercial and aid imports and is critical for feeding the population of 30 million. Military stalemate ensues: the Houthis control the port and coalition-backed Yemeni forces mass on the outskirts. In the first major breakthrough in peace efforts, the warring parties agree at December talks in Sweden, the first in two years, on a ceasefire and troop withdrawal from Hodeidah. Work on a prisoner swap also begins. -2019. The Stockholm Hodeidah truce largely holds but the withdrawal has yet to materialize amid deep mistrust between the Houthi movement, which controls Hodeidah, and the Saudi-led coalition massed on its outskirts. Violence continues in parts of Yemen outside Hodeidah. For a picture essay on hunger in Yemen, click on reut.rs/2Y7lBtz  Compiled by Angus McDowall and Lisa Barrington; Editing by William Maclean Our Standards: The Thomson Reuters Trust Principles.",False,2019-03-21 00:00:00+00:00,2019-03-22 23:28:11.164378+00:00,380,True,2,Timeline: Yemen's slide into political crisis and war,https://uk.reuters.com/article/us-yemen-security-timeline/timeline-yemens-slide-into-political-crisis-and-war-idUKKCN1R20HO
